url_length,n_dots,n_hypens,n_underline,n_slash,n_questionmark,n_equal,n_at,n_and,n_exclamation,n_space,n_tilde,n_comma,n_plus,n_asterisk,n_hastag,n_dollar,n_percent,n_redirection,phishing,domain_age,domain_entropy,is_suspicious_tld,subdomain_depth,has_A_record,has_MX_record,num_nameservers,dns_ttl,has_https,cert_age_days,days_until_expiry,is_self_signed,is_flagged_safe_browsing
28,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
56,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
47,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
103,6,2,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
249,7,3,0,4,0,11,1,11,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
22,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
67,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
47,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
79,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
94,3,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
201,1,5,2,1,0,6,0,5,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
304,14,2,0,3,0,8,1,14,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
41,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
36,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
33,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
16,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
49,3,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
63,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
130,2,1,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
88,1,0,0,1,0,5,0,4,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
52,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
40,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
29,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
51,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
48,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
44,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
73,2,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
60,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
60,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
159,6,2,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
63,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
29,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
22,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
23,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
38,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
111,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
40,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
27,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
37,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
62,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
51,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
31,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
101,3,0,1,8,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
71,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
16,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
77,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
41,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
43,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
35,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
65,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
80,4,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
20,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
48,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
34,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
35,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
34,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
70,3,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
105,5,1,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
70,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
25,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
32,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
160,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
34,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
27,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
75,2,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
31,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
54,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
146,5,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
31,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
218,6,0,0,4,0,4,0,2,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
39,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
242,3,2,0,6,1,3,0,2,0,0,0,1,0,0,0,0,2,-1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
194,7,1,3,2,0,4,1,3,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
58,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
51,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
238,3,0,1,4,0,3,0,2,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
76,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
19,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
29,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
42,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
152,3,1,0,4,0,4,1,1,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
67,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
30,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
66,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
51,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
31,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
23,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
61,2,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
58,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
71,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
74,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
14,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
81,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
41,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
46,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
37,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
24,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
236,2,1,1,8,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
39,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
108,1,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
27,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
37,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
45,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
77,4,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
16,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
52,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
150,5,1,1,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
56,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
46,3,0,1,2,0,0,3,1,0,0,0,0,0,2,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
45,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
33,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
229,2,0,1,3,0,3,0,2,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
30,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
57,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
53,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
24,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
65,2,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
63,5,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
36,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
65,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
20,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
55,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
33,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
23,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
139,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
61,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
26,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
24,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
22,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
37,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
52,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
70,3,0,0,2,0,4,0,3,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
81,5,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
33,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
87,2,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
64,4,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
16,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
135,3,0,0,5,0,7,0,6,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
52,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
76,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
75,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
40,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
118,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
88,1,0,0,2,0,0,4,2,2,0,0,0,0,2,0,6,16,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
58,3,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
86,3,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
46,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
58,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
40,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
28,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
53,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
115,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
45,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
55,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
60,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
52,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
39,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
47,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
100,2,0,0,5,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
14,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
74,3,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
38,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
16,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
43,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
75,3,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
35,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
80,1,1,1,1,0,4,0,3,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
25,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
210,2,0,1,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
69,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
23,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
33,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
88,4,2,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
48,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
60,3,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
67,3,0,0,3,0,3,0,2,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
39,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
54,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
20,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
77,1,0,0,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0
